id,pattern_type,pattern_name,cluster_name,namespace,signature_vector,confidence,occurrence_count,first_seen,last_seen,metadata,created_at
591,oom,notifications-spike,prod-use2-eks,notifications,"[0.331,0.795,0.975,0.779,0.15,0.664,0.29,0.191,0.443,0.126,0.054,0.378]",0.5728,125,2026-04-26 00:08:14,2026-05-30 14:12:01,"{""svc"":""notifications"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
592,crashloop,recommendation-sawtooth,prod-use2-eks,search,"[0.124,0.957,0.778,0.937,0.563,0.213,0.999,0.194,0.86,0.484,0.157,0.351]",0.883,120,2026-05-18 00:43:31,2026-06-21 19:05:22,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
593,crashloop,coredns-sawtooth,prod-use2-eks,kube-system,"[0.015,0.77,0.972,0.666,0.799,0.616,0.151,0.673,0.208,0.421,0.243,0.995]",0.8265,152,2026-04-29 21:03:04,2026-06-06 02:14:05,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
594,latency,payments-api-plateau,prod-usw2-eks,payments,"[0.349,0.916,0.558,0.985,0.31,0.765,0.23,0.383,0.166,0.693,0.474,0.874]",0.7161,160,2026-05-21 12:58:06,2026-06-23 00:27:18,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
595,oom,ledger-svc-sawtooth,prod-usw2-eks,ledger,"[0.696,0.343,0.015,0.025,0.157,0.696,0.658,0.675,0.646,0.804,0.98,0.696]",0.956,151,2026-05-03 03:55:25,2026-06-23 06:51:26,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
596,crashloop,config-svc-plateau,staging-use2-eks,platform,"[0.062,0.165,0.511,0.187,0.095,0.679,0.047,0.869,0.303,0.274,0.15,0.502]",0.6176,171,2026-05-06 07:30:28,2026-05-29 14:01:20,"{""svc"":""config-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
597,oom,session-store-plateau,staging-use2-eks,identity,"[0.6,0.525,0.139,0.059,0.643,0.792,0.758,0.175,0.112,0.795,0.783,0.041]",0.6827,173,2026-04-29 15:32:22,2026-06-12 13:31:28,"{""svc"":""session-store"",""scenario"":""network_latency""}",2026-06-23 12:00:00
598,crashloop,checkout-web-plateau,prod-use2-eks,checkout,"[0.945,0.897,0.696,0.931,0.689,0.45,0.431,0.424,0.829,0.6,0.365,0.029]",0.8782,67,2026-05-21 07:25:17,2026-06-04 05:03:36,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
599,cpu_spike,metrics-server-spike,prod-usw2-eks,kube-system,"[0.23,0.791,0.116,0.402,0.115,0.96,0.19,0.161,0.278,0.901,0.995,0.6]",0.6616,20,2026-05-11 18:19:14,2026-05-31 05:09:35,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
600,memory_leak,inventory-svc-plateau,staging-use2-eks,inventory,"[0.132,0.172,0.401,0.923,0.628,0.009,0.569,0.398,0.768,0.11,0.746,0.56]",0.7424,110,2026-04-29 06:20:24,2026-06-05 18:49:13,"{""svc"":""inventory-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
601,oom,auth-gateway-rampup,prod-use2-eks,identity,"[0.436,0.739,0.577,0.747,0.71,0.49,0.484,0.147,0.414,0.634,0.943,0.607]",0.9531,26,2026-05-20 02:37:03,2026-06-08 09:16:58,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
602,latency,search-api-sawtooth,staging-use2-eks,search,"[0.27,0.354,0.091,0.811,0.886,0.107,0.17,0.205,0.362,0.623,0.895,0.288]",0.7304,146,2026-05-10 01:45:34,2026-06-01 19:57:04,"{""svc"":""search-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
603,crashloop,indexer-spike,prod-usw2-eks,search,"[0.111,0.787,0.813,0.6,0.446,0.509,0.383,0.152,0.512,0.057,0.55,0.447]",0.6843,13,2026-04-25 00:55:12,2026-05-29 19:23:02,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
604,crashloop,checkout-web-rampup,prod-usw2-eks,checkout,"[0.791,0.329,0.226,0.38,0.448,0.189,0.74,0.762,0.975,0.154,0.602,0.844]",0.553,27,2026-04-28 01:24:31,2026-06-20 06:24:13,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
605,oom,coredns-sawtooth,staging-use2-eks,kube-system,"[0.446,0.567,0.006,0.49,0.587,0.919,0.367,0.466,0.945,0.916,0.123,0.599]",0.8736,137,2026-04-29 13:42:54,2026-06-11 10:38:30,"{""svc"":""coredns"",""scenario"":""healthy""}",2026-06-23 12:00:00
606,memory_leak,notifications-sawtooth,staging-use2-eks,notifications,"[0.052,0.988,0.141,0.266,0.139,0.942,0.573,0.35,0.041,0.749,0.035,0.553]",0.7061,161,2026-05-11 15:13:25,2026-06-01 18:56:40,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
607,memory_leak,orders-worker-sawtooth,prod-usw2-eks,orders,"[0.086,0.989,0.459,0.858,0.275,0.977,0.914,0.82,0.453,0.689,0.401,0.836]",0.7581,178,2026-05-02 10:05:43,2026-05-27 16:14:39,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
608,latency,notifications-sawtooth,staging-use2-eks,notifications,"[0.399,0.166,0.745,0.296,0.511,0.44,0.723,0.123,0.783,0.382,0.032,0.846]",0.7615,1,2026-05-05 15:49:16,2026-06-21 05:43:53,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
609,crashloop,config-svc-spike,prod-use2-eks,platform,"[0.558,0.783,0.098,0.426,0.792,0.286,0.135,0.227,0.574,0.966,0.76,0.165]",0.955,185,2026-05-07 20:16:10,2026-06-21 10:48:47,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
610,oom,config-svc-rampup,prod-use2-eks,platform,"[0.099,0.184,0.145,0.247,0.168,0.336,0.986,0.49,0.485,0.756,0.383,0.585]",0.546,58,2026-05-21 01:59:43,2026-05-26 20:13:01,"{""svc"":""config-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
611,memory_leak,coredns-spike,prod-use2-eks,kube-system,"[0.244,0.344,0.184,0.277,0.396,0.993,0.046,0.224,0.519,0.056,0.905,0.048]",0.9501,32,2026-04-27 10:18:18,2026-05-29 06:59:54,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
612,latency,search-api-plateau,prod-use2-eks,search,"[0.951,0.733,0.147,0.421,0.894,0.345,0.756,0.965,0.396,0.315,0.421,0.439]",0.7132,22,2026-05-03 16:19:35,2026-06-13 14:45:20,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
613,cpu_spike,metrics-server-plateau,prod-use2-eks,kube-system,"[0.108,0.903,0.272,0.599,0.732,0.773,0.713,0.521,0.727,0.052,0.214,0.8]",0.659,170,2026-05-16 10:40:43,2026-06-04 15:07:03,"{""svc"":""metrics-server"",""scenario"":""network_latency""}",2026-06-23 12:00:00
614,oom,config-svc-spike,prod-use2-eks,platform,"[0.616,0.374,0.122,0.077,0.93,0.512,0.907,0.516,0.364,0.536,0.969,0.241]",0.9485,184,2026-05-19 20:31:55,2026-05-29 09:12:52,"{""svc"":""config-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
615,crashloop,config-svc-rampup,prod-use2-eks,platform,"[0.813,0.49,0.867,0.876,0.837,0.351,0.896,0.358,0.694,0.462,0.733,0.868]",0.5311,126,2026-05-16 02:05:04,2026-06-07 07:10:48,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
616,crashloop,auth-gateway-spike,prod-usw2-eks,identity,"[0.366,0.801,0.3,0.34,0.63,0.526,0.711,0.17,0.881,0.338,0.586,0.027]",0.9518,133,2026-05-09 05:19:41,2026-06-22 09:46:06,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
617,memory_leak,config-svc-rampup,prod-use2-eks,platform,"[0.635,0.249,0.736,0.388,0.045,0.681,0.8,0.121,0.591,0.876,0.873,0.4]",0.5669,87,2026-05-19 10:23:12,2026-05-28 17:59:00,"{""svc"":""config-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
618,crashloop,payments-api-rampup,prod-usw2-eks,payments,"[0.966,0.923,0.026,0.133,0.365,0.645,0.344,0.337,0.949,0.729,0.927,0.318]",0.8743,195,2026-05-20 08:55:41,2026-06-03 14:29:11,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
619,oom,notifications-sawtooth,prod-use2-eks,notifications,"[0.205,0.155,0.993,0.441,0.764,0.85,0.957,0.013,0.205,0.6,0.272,0.814]",0.5579,166,2026-05-20 13:16:05,2026-06-09 10:26:52,"{""svc"":""notifications"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
620,cpu_spike,coredns-plateau,prod-use2-eks,kube-system,"[0.647,0.623,0.004,0.92,0.189,0.387,0.693,0.554,0.784,0.55,0.067,0.787]",0.5664,142,2026-05-24 01:03:20,2026-06-22 17:02:57,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
621,memory_leak,orders-worker-spike,prod-usw2-eks,orders,"[0.381,0.28,0.185,0.627,0.706,0.885,0.188,0.132,0.921,0.568,0.213,0.596]",0.7041,69,2026-05-07 17:14:27,2026-06-05 02:08:51,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
622,cpu_spike,notifications-sawtooth,prod-usw2-eks,notifications,"[0.407,0.322,0.72,0.059,0.544,0.827,0.509,0.313,0.608,0.028,0.499,0.779]",0.7487,200,2026-05-09 16:33:24,2026-06-17 06:16:36,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
623,cpu_spike,notifications-sawtooth,staging-use2-eks,notifications,"[0.801,0.408,0.856,0.1,0.595,0.938,0.091,0.568,0.587,0.908,0.861,0.892]",0.9111,31,2026-05-06 03:11:25,2026-05-25 02:30:53,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
624,crashloop,notifications-plateau,prod-usw2-eks,notifications,"[0.839,0.147,0.215,0.8,0.033,0.872,0.824,0.478,0.588,0.403,0.279,0.411]",0.6161,12,2026-05-19 20:54:36,2026-06-14 19:07:05,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
625,oom,checkout-web-spike,prod-use2-eks,checkout,"[0.719,0.608,0.943,0.317,0.886,0.661,0.076,0.263,0.472,0.883,0.835,0.429]",0.897,19,2026-04-26 18:02:33,2026-05-30 07:39:34,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
626,latency,session-store-sawtooth,staging-use2-eks,identity,"[0.7,0.823,0.764,0.635,0.187,0.88,0.027,0.858,0.619,0.588,0.621,0.341]",0.6014,56,2026-05-14 18:46:07,2026-05-28 02:14:44,"{""svc"":""session-store"",""scenario"":""network_latency""}",2026-06-23 12:00:00
627,latency,config-svc-rampup,prod-usw2-eks,platform,"[0.946,0.6,0.067,0.275,0.188,0.558,0.437,0.911,0.389,0.154,0.585,0.235]",0.6535,51,2026-05-18 14:08:25,2026-06-12 22:56:57,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
628,latency,recommendation-rampup,staging-use2-eks,search,"[0.105,0.197,0.673,0.258,0.237,0.244,0.133,0.651,0.656,0.942,0.075,0.697]",0.8145,56,2026-05-18 03:58:36,2026-05-25 21:36:33,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
629,oom,inventory-svc-spike,prod-usw2-eks,inventory,"[0.617,0.75,0.012,0.653,0.071,0.708,0.888,0.828,0.832,0.767,0.818,0.309]",0.6716,34,2026-05-05 09:48:42,2026-05-27 19:46:03,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
630,cpu_spike,orders-api-spike,prod-use2-eks,orders,"[0.66,0.902,0.262,0.572,0.033,0.657,0.907,0.278,0.899,0.454,0.401,0.827]",0.8222,13,2026-05-02 11:59:21,2026-06-17 17:16:23,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
631,memory_leak,orders-api-rampup,prod-use2-eks,orders,"[0.219,0.179,0.57,0.072,0.446,0.891,0.613,0.194,0.513,0.613,0.943,0.733]",0.7241,152,2026-05-01 18:25:48,2026-05-31 09:39:51,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
632,crashloop,checkout-web-sawtooth,prod-use2-eks,checkout,"[0.091,0.812,0.63,0.934,0.202,0.966,0.515,0.487,0.42,0.277,0.159,0.923]",0.7777,83,2026-05-18 06:31:07,2026-06-22 05:18:24,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
633,latency,checkout-web-plateau,staging-use2-eks,checkout,"[0.244,0.769,0.117,0.76,0.299,0.223,0.733,0.682,0.597,0.157,0.468,0.139]",0.6319,99,2026-05-04 19:45:38,2026-06-06 23:17:11,"{""svc"":""checkout-web"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
634,latency,indexer-spike,prod-use2-eks,search,"[0.14,0.639,0.179,0.038,0.669,0.442,0.78,0.86,0.291,0.989,0.465,0.657]",0.9037,185,2026-04-26 05:45:03,2026-06-18 22:47:58,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
635,latency,indexer-sawtooth,prod-use2-eks,search,"[0.418,0.972,0.181,0.676,0.053,0.482,0.618,0.782,0.655,0.86,0.015,0.619]",0.8751,163,2026-05-08 06:07:17,2026-06-07 22:43:07,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
636,crashloop,auth-gateway-plateau,prod-usw2-eks,identity,"[0.792,0.775,0.082,0.256,0.616,0.161,0.005,0.056,0.564,0.928,0.969,0.174]",0.967,117,2026-04-26 13:53:45,2026-06-07 21:39:08,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
637,memory_leak,config-svc-spike,dr-use1-eks,platform,"[0.597,0.804,0.102,0.12,0.813,0.623,0.446,0.402,0.578,0.713,0.807,0.387]",0.802,184,2026-05-11 11:17:53,2026-06-22 08:47:06,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
638,crashloop,config-svc-sawtooth,dr-use1-eks,platform,"[0.202,0.823,0.83,0.101,0.463,0.562,0.751,0.564,0.937,0.598,0.209,0.768]",0.9532,195,2026-05-17 23:45:52,2026-05-25 13:40:50,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
639,cpu_spike,checkout-web-sawtooth,prod-use2-eks,checkout,"[0.717,0.3,0.929,0.414,0.103,0.938,0.637,0.921,0.31,0.653,0.649,0.027]",0.7714,16,2026-05-12 12:02:00,2026-05-31 03:52:22,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
640,latency,search-api-spike,prod-usw2-eks,search,"[0.428,0.044,0.145,0.44,0.988,0.513,0.545,0.887,0.933,0.131,0.19,0.992]",0.5282,12,2026-05-09 00:32:49,2026-06-13 19:37:23,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
641,crashloop,cart-svc-sawtooth,prod-usw2-eks,checkout,"[0.411,0.475,0.145,0.858,0.591,0.998,0.512,0.383,0.724,0.935,0.194,0.767]",0.5936,67,2026-05-05 03:27:14,2026-06-08 12:22:55,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
642,latency,recommendation-plateau,prod-use2-eks,search,"[0.81,0.446,0.026,0.702,0.365,0.894,0.598,0.209,0.77,0.468,0.997,0.001]",0.9484,129,2026-05-11 18:59:37,2026-06-03 19:34:44,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
643,oom,payments-worker-rampup,prod-use2-eks,payments,"[0.875,0.829,0.016,0.511,0.672,0.037,0.559,0.177,0.27,0.555,0.628,0.624]",0.9619,33,2026-04-27 07:39:42,2026-06-08 10:50:19,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
644,cpu_spike,payments-api-spike,prod-use2-eks,payments,"[0.144,0.866,0.011,0.286,0.073,0.276,0.26,0.281,0.445,0.841,0.123,0.688]",0.6329,163,2026-05-12 20:06:56,2026-06-03 02:05:58,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
645,memory_leak,checkout-web-spike,prod-usw2-eks,checkout,"[0.143,0.723,0.087,0.475,0.48,0.495,0.94,0.38,0.511,0.443,0.291,0.118]",0.7539,130,2026-05-05 02:45:17,2026-06-10 03:25:36,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
646,crashloop,auth-gateway-rampup,prod-use2-eks,identity,"[0.181,0.683,0.796,0.468,0.318,0.988,0.432,0.274,0.618,0.576,0.247,0.135]",0.5419,166,2026-04-25 16:20:40,2026-06-10 05:59:47,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
647,crashloop,coredns-sawtooth,staging-use2-eks,kube-system,"[0.716,0.441,0.913,0.221,0.303,0.032,0.782,0.111,0.593,0.35,0.123,0.084]",0.7212,17,2026-05-09 00:10:12,2026-05-31 13:29:35,"{""svc"":""coredns"",""scenario"":""healthy""}",2026-06-23 12:00:00
648,memory_leak,cart-svc-spike,prod-usw2-eks,checkout,"[0.694,0.774,0.014,0.088,0.044,0.545,0.443,0.108,0.647,0.922,0.433,0.189]",0.6743,177,2026-05-11 11:47:07,2026-06-21 03:52:44,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
649,latency,auth-gateway-rampup,prod-usw2-eks,identity,"[0.146,0.837,0.399,0.211,0.79,0.439,0.58,0.246,0.14,0.187,0.149,0.653]",0.7852,97,2026-05-23 14:10:37,2026-05-29 12:18:16,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
650,oom,search-api-spike,prod-usw2-eks,search,"[0.903,0.409,0.497,0.914,0.728,0.999,0.33,0.506,0.871,0.658,0.771,0.947]",0.5916,122,2026-04-27 04:45:26,2026-05-27 19:15:54,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
651,memory_leak,checkout-web-plateau,prod-use2-eks,checkout,"[0.477,0.076,0.241,0.536,0.235,0.166,0.155,0.643,0.268,0.036,0.176,0.238]",0.9035,157,2026-05-05 13:07:10,2026-06-14 23:50:18,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
652,crashloop,checkout-web-plateau,dr-use1-eks,checkout,"[0.388,0.304,0.113,0.826,0.669,0.669,0.963,0.473,0.889,0.689,0.1,0.783]",0.942,157,2026-05-07 22:10:28,2026-06-03 01:07:58,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
653,cpu_spike,cart-svc-spike,dr-use1-eks,checkout,"[0.362,0.005,0.633,0.763,0.136,0.792,0.168,0.621,0.01,0.188,0.597,0.977]",0.6624,101,2026-04-28 08:37:45,2026-06-22 21:42:59,"{""svc"":""cart-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
654,cpu_spike,inventory-svc-spike,prod-use2-eks,inventory,"[0.567,0.039,0.79,0.698,0.455,0.013,0.567,0.671,0.168,0.896,0.324,0.411]",0.7445,102,2026-05-18 01:00:48,2026-06-10 21:02:36,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
655,cpu_spike,coredns-rampup,prod-use2-eks,kube-system,"[0.284,0.637,0.781,0.551,0.149,0.107,0.358,0.02,0.495,0.196,0.156,0.889]",0.6907,180,2026-05-16 19:28:40,2026-06-02 01:49:02,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
656,cpu_spike,payments-api-sawtooth,prod-usw2-eks,payments,"[0.342,0.435,0.781,0.765,0.307,0.035,0.597,0.648,0.695,0.201,0.596,0.884]",0.5679,18,2026-05-08 01:08:37,2026-06-13 10:30:41,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
657,crashloop,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.291,0.736,0.497,0.86,0.407,0.104,0.914,0.102,0.961,0.473,0.707,0.266]",0.8849,49,2026-05-03 11:34:39,2026-06-12 13:55:00,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
658,memory_leak,search-api-rampup,prod-usw2-eks,search,"[0.215,0.699,0.007,0.592,0.21,0.349,0.313,0.324,0.931,0.134,0.367,0.404]",0.874,88,2026-05-06 18:24:46,2026-06-08 07:07:38,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
659,crashloop,recommendation-rampup,prod-usw2-eks,search,"[0.269,0.703,0.022,0.343,0.025,0.292,0.924,0.468,0.362,0.416,0.896,0.386]",0.8887,98,2026-05-19 13:43:59,2026-06-07 10:47:32,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
660,latency,cart-svc-rampup,prod-usw2-eks,checkout,"[0.114,0.478,0.467,0.55,0.477,0.231,0.198,0.615,0.159,0.728,0.593,0.338]",0.9007,21,2026-05-05 11:43:46,2026-06-07 05:49:40,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
661,memory_leak,metrics-server-plateau,prod-use2-eks,kube-system,"[0.423,0.931,0.01,0.735,0.859,0.076,0.937,0.45,0.392,0.954,0.203,0.807]",0.6567,86,2026-04-24 19:41:00,2026-06-01 13:50:00,"{""svc"":""metrics-server"",""scenario"":""network_latency""}",2026-06-23 12:00:00
662,latency,indexer-spike,prod-use2-eks,search,"[0.701,0.885,0.635,0.087,0.1,0.999,0.784,0.534,0.751,0.033,0.735,0.392]",0.8522,114,2026-04-26 11:39:28,2026-06-16 09:39:46,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
663,latency,recommendation-rampup,prod-usw2-eks,search,"[0.216,0.094,0.983,0.075,0.129,0.66,0.317,0.278,0.364,0.026,0.609,0.168]",0.6102,31,2026-05-08 06:25:23,2026-06-19 03:13:46,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
664,latency,auth-gateway-rampup,staging-use2-eks,identity,"[0.966,0.247,0.862,0.245,0.991,0.928,0.431,0.91,0.297,0.796,0.645,0.356]",0.5576,195,2026-05-19 01:52:11,2026-06-23 09:07:59,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
665,crashloop,search-api-rampup,prod-usw2-eks,search,"[0.711,0.467,0.171,0.936,0.145,0.179,0.776,0.095,0.424,0.889,0.003,0.715]",0.8962,117,2026-05-15 16:28:50,2026-06-09 01:41:38,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
666,crashloop,recommendation-spike,staging-use2-eks,search,"[0.457,0.001,0.78,0.876,0.144,0.197,0.828,0.309,0.351,0.763,0.727,0.132]",0.7596,13,2026-05-12 06:21:54,2026-06-19 11:08:32,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
667,memory_leak,orders-worker-sawtooth,prod-usw2-eks,orders,"[0.143,0.773,0.386,0.243,0.968,0.527,0.037,0.937,0.399,0.231,0.661,0.066]",0.668,79,2026-05-01 12:23:31,2026-06-13 13:17:24,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
668,crashloop,checkout-web-plateau,staging-use2-eks,checkout,"[0.547,0.84,0.511,0.574,0.908,0.752,0.727,0.345,0.662,0.53,0.674,0.564]",0.9653,40,2026-05-20 18:59:32,2026-06-09 17:28:53,"{""svc"":""checkout-web"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
669,latency,image-resizer-spike,prod-usw2-eks,platform,"[0.33,0.699,0.258,0.775,0.663,0.273,0.118,0.344,0.423,0.049,0.01,0.649]",0.634,27,2026-05-01 08:39:59,2026-05-31 16:16:16,"{""svc"":""image-resizer"",""scenario"":""healthy""}",2026-06-23 12:00:00
670,crashloop,orders-worker-spike,prod-use2-eks,orders,"[0.992,0.017,0.27,0.098,0.496,0.679,0.611,0.664,0.192,0.344,0.911,0.74]",0.9235,145,2026-05-08 04:19:46,2026-05-26 22:52:36,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
671,latency,notifications-sawtooth,prod-usw2-eks,notifications,"[0.975,0.466,0.844,0.548,0.088,0.46,0.521,0.126,0.396,0.561,0.537,0.829]",0.6524,97,2026-05-09 23:45:45,2026-06-01 23:11:16,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
672,crashloop,ledger-svc-spike,prod-use2-eks,ledger,"[0.369,0.938,0.265,0.307,0.064,0.591,0.806,0.262,0.347,0.233,0.306,0.934]",0.5854,136,2026-04-28 21:48:54,2026-06-07 10:28:14,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
673,oom,checkout-web-sawtooth,dr-use1-eks,checkout,"[0.216,0.742,0.752,0.543,0.943,0.577,0.487,0.794,0.569,0.199,0.039,0.93]",0.7362,151,2026-05-23 15:11:36,2026-06-11 17:29:35,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
674,oom,indexer-spike,dr-use1-eks,search,"[0.742,0.593,0.885,0.563,0.544,0.605,0.894,0.547,0.589,0.403,0.563,0.24]",0.8634,102,2026-05-23 08:31:34,2026-06-12 16:35:00,"{""svc"":""indexer"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
675,crashloop,session-store-rampup,staging-use2-eks,identity,"[0.384,0.223,0.684,0.684,0.616,0.205,0.418,0.698,0.738,0.176,0.848,0.037]",0.8732,158,2026-05-06 01:41:49,2026-06-07 00:29:09,"{""svc"":""session-store"",""scenario"":""network_latency""}",2026-06-23 12:00:00
